Date,Title,News Source,Bias Rating,Full Article Link,Article Text
Jan 24 2024,Judge Says North Dakota Can Prosecute Doctors for Emergency Abortions—for Now,Jezebel,left,https://jezebel.com/judge-says-north-dakota-can-prosecute-doctors-for-emerg-1851192647,"Judge Says North Dakota Can Prosecute Doctors for Emergency Abortions—for Now ""I hate to think that someone is harmed as a result of this denial. Abortion is a medical procedure,"" an abortion clinic director said. ""It is not a crime.""

Photo:Shutterstock

On Tuesday, a North Dakota judge ruled that the state can continue to enforce its abortion ban even in situations where an abortion is necessary to preserve the pregnant person’s life or health—at least for now. The judge denied a request from the Center for Reproductive Rights for an injunction to block the ban from being enforced in medical emergencies amid the organization’s ongoing lawsuit against the state, at least until the district court issues a ruling. (A jury trial is set for August, according to the Associated Press.) In 2023, the Center filed its lawsuit arguing that the medical emergency exception attached to the state’s total abortion ban is too narrow and violates the state’s Constitution.

“Though we are disappointed by today’s decision, the court did not reach the constitutional questions at the heart of this case, and we remain confident that we will prevail after the court hears further evidence of how this law harms pregnant North Dakotans,” Meetra Mehdizadeh, staff attorney at the Center for Reproductive Rights, said in a statement.

In March 2023, the North Dakota state Supreme Court blocked the state’s original abortion ban—a trigger law that took effect once the Supreme Court overturned Roe v. Wade in 2022—because the trigger law didn’t provide exceptions to save the pregnant person’s life. A month later, North Dakota Republicans passed a new abortion ban that included a narrow exception for such medical emergencies, which was then signed into law and is now in effect, prompting the Center to file its lawsuit.

In the request for an injunction, the Center asked the judge to prohibit the state from prosecuting physicians who use their “good-faith medical judgment” to offer emergency abortions due to pregnancy-related complications that present “a risk of infection, hemorrhage, high blood pressure, or which otherwise makes continuing a pregnancy unsafe.” State District Judge Bruce Romanick said on Tuesday that this request “is not appropriate and the Plaintiffs have presented no authority for the Court to grant the specific relief requested.”

Doctors and health care providers in North Dakota say they fear criminal charges and prosecution for providing abortion care even to save a pregnant person’s life. “This decision is truly disappointing; North Dakotans can’t be granted even temporary relief as the court hears our case?” Tammi Kromenaker, director of Red River Women’s Clinic—which is a plaintiff in the case—said in a statement following the district court’s decision. “I hate to think that someone is harmed as a result of this denial. Abortion is a medical procedure. It is not a crime. No one should be denied health care they are entitled to.” Red River Women’s Clinic formerly operated in North Dakota but has since moved to Minnesota because of the state’s ban.

The Center for Reproductive Rights is also suing Idaho, Texas, and Tennessee, seeking to clarify the “medical emergency” exceptions attached to their abortion bans. The Center argues that these supposed exceptions are too vague and fail to sufficiently help patients who may face life and health-endangering complications, or protect doctors from criminal liability for offering stabilizing abortion care. In the Center’s lawsuits for these states, plaintiffs include women who experienced severe, potentially life-threatening pregnancy complications and were denied medically necessary abortions. One plaintiff from Tennessee says she suffered “physical and emotional torture” from being forced to carry a nonviable pregnancy for months because she was denied an emergency abortion in Tennessee and couldn’t travel out of state for care.

Center for Reproductive Rights attorney Linda Goldstein told Jezebel earlier this month that there’s a throughline that connects all of these cases. “They show exceptions don’t work—that’s really the bottom line. These exceptions have always just been window-dressing to make abortion bans look reasonable,” Goldstein said. “The language is too vague and too difficult for doctors to be able to apply to save someone’s life—and that’s the entire point.”"
Jan 19 2024,"Thousands brave snow, cold to protest abortion in 51st March for Life",Washington Times,right,https://www.washingtontimes.com/news/2024/jan/19/thousands-brave-snow-cold-to-protest-abortion-in-5/,"A version of this story appeared in the Higher Ground newsletter from The Washington Times. Click here to receive Higher Ground delivered directly to your inbox each Sunday.





Thousands of pro-life activists braved snow and below-freezing temperatures to protest legalized abortion in the nation’s capital on Friday, walking to the U.S. Capitol and Supreme Court.

Protesters at the 51st National March for Life, which is held every year around the Jan. 22 anniversary of Roe v. Wade, which the Supreme Court overturned in June 2022, called for legal restrictions on the procedure with exceptions for rape, incest and the health of the mother.

But they also expressed a renewed desire to support pregnant women with resources, exhibiting softer rhetoric in the second national march since the high court’s Dobbs vs. Jackson Women’s Health Organization ruling, which returned jurisdiction over abortion to the states.

The theme of this year’s march embodied that pivot: “With Every Woman: For Every Child.”

“Though legislation protecting life remains critical, even more important is the work of changing hearts and minds,” said Jeanne Mancini, president of the March for Life. “That’s why we will continue marching at the state and federal level until our nation’s laws reflect the basic truth that all human life is created equal and is worthy of protection.”

SEE ALSO: WATCH: Go inside the March for Life

This year’s march comes as abortion ranks high as a campaign issue for both sides heading into November’s general election.

President Biden and other Democrats are campaigning on the issue, hoping to capitalize on a mounting backlash against the Supreme Court‘s ruling in Dobbs. Democrats have notched a series of electoral wins since the decision.

The Biden reelection campaign announced Thursday that it would commemorate Monday’s anniversary of the Roe v. Wade ruling with a blitz of ad buys, campaign rallies and events across the nation. The television and digital ads will shine a spotlight on Republican-led abortion restrictions in swing states such as Arizona, Georgia, Pennsylvania and Wisconsin.

Polls since the Dobbs ruling have shown movement away from some anti-abortion positions as some activists push for near-total state abortion bans.

Several Republican pro-life members of Congress spoke at the noon rally on the National Mall, which preceded the march along Constitution Avenue.

They included House Speaker Rep. Mike Johnson of Louisiana and Rep. Chris Smith of New Jersey. Both emphasized the work of pregnancy resource centers, the needs of foster children and legislation supporting high-quality health care.

SEE ALSO: Defending life

“We have every reason to be optimistic, my friends, that we can change public opinion,” Mr. Johnson told the cheering crowd.

“Let’s be encouraged, let’s press on and hope that we can join together and make this great difference,” he said. “We can stand with every woman for every child, and we can truly build a culture that cherishes and protects life.”

The lawmakers touted two pro-life bills that the Republican-led House recently passed, including one that would require colleges and universities to inform pregnant students about options other than abortion.

The other bill would preserve federal funding for pregnancy resource centers, which have faced vandalism and increased political attacks since the Dobbs decision.

“There are more than 2,700 pregnancy resource centers throughout the United States — each and every one of them an oasis of love, compassion, empathy, respect and care for both mothers and their precious children,” Mr. Smith added.

Both bills are expected to fail in the Democratic-led Senate, and President Biden is expected to veto any pro-life legislation that reaches his desk.

Mr. Smith touted an annual Knights of Columbus/Marist abortion poll released this week, which found that 83% of adults support pro-life pregnancy resource centers, including 75% of Democrats.

That’s down from 91% in the same poll last year, as advocates of abortion access have targeted the centers with claims that they deceive women seeking abortion services.

Former NFL tight end Benjamin Watson praised the crowd for braving the cold and snow.

“Roe is done, but abortion is still legal and thriving in too much of America,” he said.

Jim Harbaugh, head football coach at the NCAA champion University of Michigan, introduced Mr. Watson as a “warrior for the sanctity of life.”

In their permit applications to the National Park Service, organizers estimated 50,000 marchers for the protest, the same as in past years.

But the raucous crowd Friday appeared smaller than last year’s gathering, perhaps reflecting the harsh weather.

Some marchers played in the snow that fell throughout the day. Others held umbrellas.

One man, 62-year-old Dan Beazley, carried a 10-foot cedar wood cross he constructed in his garage.

“If every person just focused on the message of the cross, they would choose life every time,” said Mr. Beazley, who attends Connection Church near Detroit.

Diego Infante, an 18-year-old freshman at St. Anselm College in New Hampshire, came with a group of 13 students to attend his third march.

“I think we have to keep pushing bans across the country, but we also need to support resources for mothers and children,” Mr. Infante said.

Jean Marie Davis, one of the rally speakers, shared her journey from prostitution to motherhood after she visited a pregnancy resource center as a client.

Now the mother of a 9-year-old son and director of Branches Pregnancy Center in Vermont, she called allegations that the centers hide their anti-abortion stance a “false narrative.”

“It’s personal for me because I would have been dead if I hadn’t gone there,” Ms. Davis, 38, told The Washington Times. “They told me about a man named Jesus, and they saved my soul and my life. I had pimps who wanted to kill my child.”

Liberty University, a Christian school in Virginia, bused 1,200 students to this year’s march.

“I feel very deeply about stopping abortion because I’ve seen the emotional turmoil and regrets,” said Cooper Pierson, a 20-year-old Liberty sophomore from West Virginia. “I understand there should be exceptions for rape and molestation, but I think abortion is a matter of convenience for many women.”

The Supreme Court’s decision to return jurisdiction over abortion to the states has led to a patchwork of emerging legislative and legal struggles.

While about half of states have moved to close abortion clinics and limit access to chemical abortion pills, the other half have moved to expand access.

Since the Dobbs ruling, March for Life organizers have enlarged their focus to include statewide marches.

The organization has expanded to include state marches in Arizona, California, Colorado, Connecticut, Georgia, Illinois, Indiana, Kansas, Kentucky, Michigan, New Jersey, North Dakota and Pennsylvania this year.

Penny Nance, president of the conservative Concerned Women for America, rejected the notion that pro-life activists should back down from legal and legislative battles to restrict abortion nationwide.

“The left thinks we’re back on our heels, but that’s absolutely false,” Ms. Nance said. “This is the time to lean in on the state and maybe federal level, not back down.”

Gracelynn Denning, who traveled from Lynchburg, Virginia, to attend her first march, expressed little enthusiasm for federal restrictions.

“I think we need to focus on supporting foster kids in need and pregnant women who are struggling,” said Ms. Denning, 19. “Legislation needs to be state by state.”

• Jeff Mordock contributed to this report.

• Sean Salai can be reached at ssalai@washingtontimes.com."
Jan 08 2024,Pro-abortion initiative in Florida obtains signatures to go to the polls,California 18,center,https://california18.com/pro-abortion-initiative-in-florida-obtains-signatures-to-go-to-the-polls/11959772024,"MIAMI .- A political committee that seeks to guarantee the right to abortion in the Constitution of Florida managed to raise the companies necessary to put their proposal to a vote in November. However, strong opposition is expected from the attorney general and other sectors of the Florida state.

As of Saturday morning, more than 911,000 valid signatures to the Florida Division of Elections, bringing the committee above the minimum required of 891,523. Additionally, the group met the requirement of having support in at least 14 of the state’s 28 congressional districts.

Campaign director Lauren Brenzel expressed her satisfaction with the achievement and stated that Floridians want to decide on access to abortion. “They have signed millions and millions of papers to get this initiative on the ballot,” she said.

Abortion regulations

However, the initiative must still pass the filter of the Florida Supreme Court, which will review its wording on February 7. Five of the court’s seven justices have been appointed by Gov. Ron DeSantis, who has pushed for measures to regulate abortion.

In this regard, Florida Attorney General Ashley Moody and other anti-abortion groups asked the court to reject the proposal, alleging that it is “confusing” and “misleading” to voters.

In essence, the proposal states that “No law may prohibit, penalize, delay or restrict abortion before viability or when necessary to protect the health of the patient.according to the discretion of your doctor.”

Opponents question the use of the term “viability,” which can have different interpretations. Generally, ‘fetal viability’ is considered to be around 24 weeks of pregnancy.

Defense of the proposal

Regarding the controversy, Brenzel defended the “clarity” and “conciseness of the language” of the initiative, and accused prosecutor Moody of having alleged political motivations.

“We believe Florida voters deserve to vote on this initiative, because Moody is empty and just wants to make a political statement,” he stated.

The initiative arose in May, after Governor DeSantis and Congress, both Republicans, approved a law that could limit abortion to six weeks of gestation.

Still, this law depends on the outcome of litigation over another 2022 law that set the limit at 15 weeks.

Brenzel said that the 15% of the signatures collected for the petition are from registered Republicans and 25% are voters not affiliated with any party.

The proposed constitutional amendment is framed in a national context of disputes over abortion, following the ruling of the United States Supreme Court that revoked the historic Roe v. ruling in 2022. Wade, who recognized the right to abortion. The ruling left the regulation of abortion in the hands of the states.

If the Florida Supreme Court gives the green light to the proposal, an intense and costly electoral campaign between supporters and opponents of abortion is expected."
Jan 31 2024,Six pro-lifers face up to 10 years in prison for protest outside Tennessee abortion clinic,Washington Times,right,https://washingtontimes.com/news/2024/jan/31/six-pro-lifers-face-up-to-10-years-in-prison-for-p,"Six pro-life activists each face up to a decade in prison after being convicted of violating federal law for a protest at an abortion clinic in Tennessee, a victory for the Biden administration in what foes have decried as a politically motivated crackdown on the pro-life movement.

A federal jury in Nashville found the six defendants guilty of violating the Freedom of Access to Clinic Entrances Act during their March 2021 demonstration outside the Carafem Health Center Clinic in Mt. Juliet, Tennessee, described by prosecutors as a “clinic blockade.”

“These defendants are being held accountable for unlawfully obstructing access to reproductive health services,” U.S. Assistant Attorney General Kristen Clarke said after Tuesday’s verdict. “The Justice Department will continue to enforce the FACE Act to protect the rights of those who provide and those who seek access to such services.”

The protesters—Chester Gallagher, Heather Idoni, Calvin Zastrow, Coleman Boyd, Paul Vaughn and Dennis Green—also were found guilty of felony conspiracy. They face a maximum of 10-and-a-half years in prison and fines of up to $260,000.

The six are scheduled to be sentenced on July 2, although their attorneys are expected to appeal.

“We are, of course, disappointed with the outcome,” said Steve Crampton, Thomas More Society senior counsel, who represents Vaughn. “This was a peaceful demonstration by entirely peaceable citizens—filled with prayer, hymn-singing, and worship—oriented toward persuading expecting mothers not to abort their babies.”

He said that “the Biden Department of Justice decided to characterize Paul Vaughn’s peaceful actions as a felony ‘conspiracy against rights,’ to intimidate and punish Paul and other pro-life people and people of faith.”

The case has become a flashpoint for abortion foes who accuse the administration of weaponizing the FACE Act against pro-life activists while paying scant attention to the nearly 90 attacks on pro-life pregnancy centers since the Supreme Court overturned Roe v. Wade in June 2022.

“The FACE Act criminalizes an odd assortment of offenses, including blocking access to and vandalizing (1) abortion clinics, (2) places of worship, and (3) pregnancy centers,” said Sen. Mike Lee, Utah Republican, on X. “How many prosecutions has Team Biden brought in the second category? Zero. Not even one.”

Another four defendants are scheduled to stand trial for misdemeanor FACE Act violations stemming from their participation in the 2021 protest.

“The Biden Department of Justice’s pattern of arresting and prosecuting peaceful pro-life advocates is disturbing,” said Mr. Crampton.

U.S. Attorney Henry C. Leventis for the Middle District of Tennessee said the defendants “knowingly chose to violate laws they disagreed with.”

“The jury’s verdict today is a victory for the rule of law in this country and a reminder that we cannot pick and choose which laws we follow,” he said. “It is also a testament to the outstanding work done in this case by the trial team and our law enforcement partners.”

Video of the protest, which was livestreamed by the activists on Facebook, showed them sitting in front of the clinic door singing.

BREAKING: Six pro-life activists were just found guilty in federal court after being prosecuted by Biden’s DOJ under the FACE Act for protesting outside a Nashville abortion clinic.



Here’s a snippet of the protest, which occurred on March 5, 2021.



For the crime of praying and… pic.twitter.com/UPzZvtZebM — Greg Price (@greg_price11) January 30, 2024

Police ended up escorting some patients into the clinic. Prosecutors played video clips showing one of the protesters saying that a woman entering the facility was “coming to kill her baby” and that the officer was “leading a baby to be murdered,” the Tennessean reported.

One witness said that she had scheduled an abortion but left “because of the protesters.” A clinic employee said that she was “trapped inside the building,” which the defense disputed, saying that the video “showed traffic clearly passing down the hallway to and from the abortion venue.”

“This is a frustrating setback, for Paul, for his family, and for the extended pro-life community, which has rallied support for Paul from the day of his arrest in front of his wife and children by heavily armed FBI agents, on through the trial,” said Mr. Crampton, referring to Vaughn’s October 2022 arrest at his home.

The six-day trial took place at the Fred D. Thompson U.S. Courthouse and Federal Building in Nashville.

"
Jan 19 2024,Montana AG rejects proposed ballot measure to make abortion a constitutional right,The Christian Post,right,https://christianpost.com/news/montana-ag-rejects-ballot-proposal-to-make-abortion-a-right.html,"Home News Montana AG rejects proposed ballot measure to make abortion a constitutional right

Montana Attorney General Austin Knudsen rejected a proposed ballot measure seeking to enshrine the right to abortion in the state constitution, with proponents vowing to appeal the decision.

The Office of the Montana Attorney General issued a memorandum Tuesday regarding Proposed Ballot Measure No. 14, calling it ""legally insufficient"" to be put on the ballot.

The memo contends that the proposal ""creates an express right to abortion but denies voters the ability to express their views on the nuance of the right.""

Get Our Latest News for FREE Subscribe to get daily/weekly email with the top stories (plus special offers!) from The Christian Post. Be the first to know. Subscribe

""Section 36(1) unmoors the right to an abortion from fetal viability. Second, Section 36(2)'s 'in no circumstance' clause prohibits any regulation of abortion care if the abortion provider deems the procedure medically necessary,"" stated the memo.

""This clause makes it so even regulations that serve a compelling state interest and are narrowly tailored to that interest cannot survive. … This language also elevates the right to abortion above other medical procedures so that abortion — alone — cannot be regulated.""

According to the memo, Section 36(3) ""would prohibit the State from enforcing any regulation that includes an adverse action against a person.""

""The prohibition on enforcement exists even if the State passed a law that meets the requirements of Section 36(1)–(2). The choice to preclude the State from being able to enforce valid health and safety regulations is different than the choice to expand abortion rights,"" the memo added.

""The contradictory language in the various subsections creates a quandary over the actual decision in front of the voters. … At a minimum, voters are presented with multiple amendments and because of that, Ballot Measure 14 violates Article XIV, Section 11 of the Montana Constitution.""

Raph Graybill, an attorney for Montanans Securing Reproductive Rights, the group backing the proposed ballot measure, said in a statement that an appeal would be likely.

""In an attempt to keep an abortion rights initiative out of the hands of voters, Attorney General Austin Knudsen has used the power of his office to put personal politics before a fair process to allow Montanans the opportunity to secure their reproductive rights,"" stated Graybill, as quoted by the Helena-based KTVH.

""Make no mistake: we will do everything we can, including taking legal action, to ensure Montanans have the opportunity to vote to secure their rights to make decisions about their own pregnancies, including the right to abortion care, in 2024.""

In 2022, the U.S. Supreme Court overturned the 1973 Roe v. Wade decision, striking down the legal precedent that abortion was a federal constitutional right.

Since then, voters in some states have either passed referenda that amend their state constitutions to include a right to an abortion or voted down ballot initiates aimed at banning abortion in most circumstances.

Earlier this month, Arkansas Attorney General Tim Griffin rejected a proposed ballot measure that would create a limited right to abortion because of how the measure defined “physical health.”"
Date,Title,News Source,Bias Rating,Full Article Link,Article Text
Dec 31 2023,Idaho judge refuses to throw out abortion suit,Arkansas Democrat-Gazette,left,https://arkansasonline.com/news/2023/dec/31/idaho-judge-refuses-to-throw-out-abortion-suit,"An Idaho judge on Friday denied a request by the state's top legal chief to throw out a lawsuit seeking to clarify the exemptions tucked inside the state's broad abortion ban.

Instead, 4th District Judge Jason Scott narrowed the case to focus only on the circumstances where an abortion would be allowed and whether abortion care in emergency situations applies to Idaho's state constitutional right to enjoy and defend life and the right to secure safety.

Scott's decision comes just two weeks after a hearing where Idaho Attorney General Raul Labrador's office attempted to dismiss the case spearheaded by four women and several physicians, who filed the case earlier this year.

Similar lawsuits are playing out around the nation, with some of them, like Idaho's, brought by the Center for Reproductive Rights on behalf of doctors and pregnant people who were denied access to abortions while facing serious pregnancy complications.

According to the Center for Reproductive Rights, Idaho's Constitution entitles its residents to certain fundamental rights, but a sweeping abortion ban poses a risk to those rights.

Labrador's office countered that the Idaho Supreme Court has already upheld the state's abortion bans -- thus solving any lingering questions on the matter.

Scott agreed in part with the state attorneys that the state Supreme Court ruled there was no fundamental right to abortion inside the state constitution, but added that the court didn't reject ""every conceivable as applied challenge that might be made in a future case.""

""We're grateful the court saw through the state's callous attempt to ignore the pain and suffering their laws are causing Idahoans,"" said Gail Deady, a senior staff attorney for the Center for Reproductive Rights. ""Now the state of Idaho will be forced to answer to these women in a court of law.""

Meanwhile, the Idaho judge also sided with the attorney general in removing Gov. Brad Little, Labrador, and the Idaho Board of Medicine as named defendants in the lawsuit -- leaving the state of Idaho as the only remaining defendant. Scott called the long list of defendants ""redundant,"" saying that all three would be subject to whatever is ultimately decided in the lawsuit.

""This is only the beginning of this litigation, but the Attorney General is encouraged by this ruling,"" Labrador's office said in a statement. ""He has long held that the named defendants were simply inappropriate, and that our legislatively passed laws do not violate the Idaho Constitution by narrowly limiting abortions or interfering with a doctor's right to practice medicine.""

The four women named in the case were all denied abortions in Idaho after learning they were pregnant with fetuses that were unlikely to go to term or survive birth, and that the pregnancies also put them at risk of serious medical complications. All four traveled to Oregon or Washington for the procedures.

Idaho has several abortion bans, but notably, Idaho lawmakers approved a ban as a trigger law in March 2020, before the U.S. Supreme Court overturned Roe v. Wade.

At the time, any suggestion that the ban could harm pregnant people was quickly brushed off by the bill's sponsor, Republican Sen. Todd Lakey, who said during one debate that the health of the mother ""weighs less, yes, than the life of the child.""

The trigger ban took effect in 2022. Since then, Idaho's roster of obstetricians and other pregnancy-related specialists has been shrinking."
Jan 30 2024,"Peaceful ‘rescuers’ seeking to stop abortions found guilty by jury, face up to 11 years in prison",Christian News Network,right,https://christiannews.net/2024/01/30/peaceful-rescuers-seeking-to-stop-abortions-found-guilty-by-jury-face-up-to-11-years-in-prison,"(Breitbart) — Six pro-life activists were found guilty on Tuesday for “conspiracy against rights” and violating the Freedom of Access to Clinic Entrances (FACE) in relation to a peaceful protest outside of a Tennessee abortion facility in 2021.

President Joe Biden’s pro-abortion administration announced in October 2022 that it had charged 11 activists involved in the March 5, 2021, “blockade” of the Carafem Health Center Clinic in Mount Juliet. Attorneys for the activists said they were conducting a “rescue” and had gathered on the second floor of the office building where the clinic is located to pray, sing hymns, and urge women not to go through with abortions. The peaceful protest was also live-streamed on Facebook, according to the Catholic News Agency (CNA).

Six of the activists have now been found guilty of a misdemeanor FACE Act charge, as well as a felony conspiracy against rights charge, which carries with it the possibility of up to 11 years in prison and fines up to $250,000. They include: Chester Gallagher, 73, of Lebanon, Tennessee; Heather Idoni, 58, of Michigan; Calvin Zastrow, 57, of Michigan; Coleman Boyd, 51, of Bolton, Mississippi; Dennis Green, 56, of Cumberland, Virginia; and Paul Vaughn, 55, of Centerville, Tennessee.

Continue reading this story >>

Please view our previous coverage of the prosecution: Peaceful ‘rescuers’ seeking to stop abortions face federal prosecution, may receive up to 11 years in prison"
Nov 07 2023,‘Big Abortion Won’: Ohio Voters Add Abortion To State Constitution,The Daily Wire,right,https://dailywire.com/news/big-abortion-won-ohio-voters-add-abortion-to-state-constitution,
Jan 18 2024,Montana Attorney General Shoots Down Proposal To Enshrine Abortion In State Constitution,The Daily Caller,right,https://dailycaller.com/2024/01/18/montana-attorney-general-shoots-down-proposal-enshrine-abortion-state-constitution,"Attorney General Austin Knudsen of Montana stopped an abortion ballot proposal from going through on Tuesday, claiming it was “legally insufficient,” according to the Montana Free Press.

Planned Parenthood Advocates of Montana launched the ballot initiative in November 2023, which would prevent “the government from denying or burdening the right to abortion before fetal viability,” according to the Idaho Capital Sun. Knudsen dismissed the proposal, arguing in a memorandum that it was “legally insufficient” and “logrolls multiple distinct political choices into a single initiative,” the Montana Free Press reported. (RELATED: Supreme Court Rules Red State Abortion Ban Can Stay In Effect)

“Ballot Measure 14 creates an express right to abortion but denies voters the ability to express their views on the nuance of the right,” Knudsen wrote.

Knudsen also claimed that the proposal as written would prevent state lawmakers from imposing any restrictions on abortion if it’s deemed “medically necessary,” according to the Montana Free Press.

“This clause makes it so even regulations that serve a compelling state interest and are narrowly tailored to that interest cannot survive,” Knudsen wrote, the Montana Free Press reported.

In addition to prohibiting the government from making laws limiting abortion before “viability,” the ballot initiative would also prevent state officials from enacting any law that would ban abortions in cases deemed necessary to protect the life and health of the mother, according to the Montana Free Press. Republican Gov. Greg Gianforte signed a 15-week abortion ban into law in May 2023 that prohibited dilation and evacuation abortions, which typically take place after that point in the pregnancy.

Advocates of the proposal said that they were prepared to take “legal action” if necessary.

“In an attempt to keep an abortion rights initiative out of the hands of voters, Attorney General Austin Knudsen has used the power of his office to put personal politics before a fair process to allow Montanans the opportunity to secure their reproductive rights,” Attorney Raph Graybill told the Montana Free Press Wednesday evening. “Make no mistake: We will do everything we can, including taking legal action, to ensure Montanans have the opportunity to vote to secure their rights to make decisions about their own pregnancies, including the right to abortion care, in 2024.”

Knudsen’s office did not immediately respond to the Daily Caller News Foundation’s request for comment.

All content created by the Daily Caller News Foundation, an independent and nonpartisan newswire service, is available without charge to any legitimate news publisher that can provide a large audience. All republished articles must include our logo, our reporter’s byline and their DCNF affiliation. For any questions about our guidelines or partnering with us, please contact licensing@dailycallernewsfoundation.org."
Jan 30 2024,Elective Abortions Might Get Covered by Medicaid after PA Supreme Court Ruling Opens Doors,Erie News Now WICU/WSEE,center,https://erienewsnow.com/story/50400717/elective-abortions-might-get-covered-by-medicaid-after-pa-supreme-court-ruling-opens-doors,"“Even those who would profess to be pro-choice don’t unanimously believe that tax payer funding should be used to pay for elective abortions,"" said Cheryl Allen, a former Superior Court judge who now acts as counsel as PA Family Institute. ""Where someone just elects to have an abortion for their own individual purposes or their own convenience, where there are no medical issues involved.”"
Jan 18 2024,Campaign to overturn Missouri abortion ban launched as amendment backers seek signatures,The Kansas City Star,center,https://kansascity.com/news/politics-government/article284369309.html,"Failed to retrieve text: Article `download()` failed with HTTPSConnectionPool(host='www.kansascity.com', port=443): Read timed out. (read timeout=7) on URL https://kansascity.com/news/politics-government/article284369309.html"
Jan 18 2024,Signature gathering begins for campaign to make some Missouri abortions legal again,Missourinet,center,https://missourinet.com/2024/01/18/signature-gathering-begins-for-campaign-to-make-some-missouri-abortions-legal-again,"A coalition of pro-choice advocates has officially launched its signature gathering campaign to “kick politicians out of the exam room.”

The group, known as Missourians for Constitutional Freedom, is seeking to overturn the state’s near total abortion ban. The effort is expected to include limitations for lawmakers to regulate the procedure after the fetus is viable.

The team effort is a Missouri-led group including the American Civil Liberties Union of Missouri, Planned Parenthood, and Abortion Action Missouri. It begins gathering signatures after a lengthy court battle with Missouri Secretary of State Jay Ashcroft, a Republican running for governor. The legal fight was over the wording used to summarize what the measure would do.

“Politicians in Jefferson City are endangering the lives and wellbeing of the patients I care for, plain and simple. Missouri’s cruel and restrictive ban on abortion is tying the hands of doctors and preventing necessary care,” said Dr. Iman Alsaden, advisor to Missourians for Constitutional Freedom and chief medical officer, Planned Parenthood Great Plains. “Today, Missourians are taking a critical step to make their own medical decisions and kick politicians out of the exam room.”

Time will tell if enough signatures can be gathered by the deadline. To get on this year’s election ballot, petitioners must collect more than 170,000 valid signatures by May.

“Pregnant Missourians are in danger – facing some of the highest rates of maternal mortality and without treatment options for life-threatening pregnancy complications. OBGYNs and maternity practices are packing up and moving away to avoid political harassment and criminalization,” a news release from the group said.

The campaign is one of two pro-choice pursuits during this election year. Another signature-gathering campaign has already begun in an effort to add rape and incest exceptions to Missouri’s abortion regulations.

GOP operative Jamie Corley is behind the effort. She is also attempting to legalize abortions up to 12 weeks.

Copyright 2024, Missourinet."
Jan 06 2024,Abortion proposal rejected again by Attorney General Tim Griffin,KNWA,center,https://nwahomepage.com/news/featured-stories/abortion-proposal-rejected-again-by-attorney-general-tim-griffin,"LITTLE ROCK, Ark. (KNWA/KFTA) — The group wanting to bring forward a ballot measure that would protect abortion access up to 18 weeks after fertilization will have to edit their proposal.

Attorney General Tim Griffin rejected the proposal for the second time on Friday.

Arkansans for Limited Government Committee proposed a ballot language to change abortion ban laws so the Arkansas government can’t prohibit, penalize, delay, or restrict abortion services in certain cases.

These cases include rape, incest and fatal fetal anomalies.

Samuel Watson, content director for “For AR People” says the second version is fundamentally the same as their first version.

“That first rejection, he was just asking for some clarification on some terms to use a different standard. Our first version had after gestation, I believe. And so, he wanted us to change that standard,” he said.

This is in response to Arkansas’ total abortion ban that went into effect in June 2022, after Roe v. Wade was overturned by the Supreme Court.

In a three-page letter addressed to another member of the committee, Steven Nichols, Griffin writes that they now need to clarify what they meant by “physical health” and reword the way it appears in the ballot initiative text.

The letter says, “This definition is misleading because it defines “physical health,” not as the absence of disorder, illness, or injury, but as the presence of those things. That is the opposite of the common meaning of “health.”

Watson says they are passionate about this issue and it is important to have this ballot initiative.

“It would allow doctors to provide that lifesaving care. It would allow and not only provide lifesaving care, it would allow them to protect the health and future fertility of mothers,” he said.

He also says it would prevent stories like Kate Cox’s in Texas.

According to reproductiverights.org, Cox needed an abortion to protect her health and future fertility after her fetus was diagnosed with a severe fetal anomaly in her second trimester.

She left the state to get the procedure after the Texas Supreme Court denied emergency abortion care.

Watson says, “We just don’t think that the legislators need to be in the exam room. It should be between doctors and their patients.”

Despite the rejection, Watson says it makes them feel hopeful.

He also says they are trying to resubmit as soon as possible. Griffin will then have 10 business days to respond and then they will have to get about 90,000 signatures before July 5th.

If everything goes as planned for the committee, you will see this on your ballot in Nov."
