Date,Title,News Source,Bias Rating,Full Article Link,Article Text
Jan 23 2024,"Canada will limit foreign college students for 2 years to ease housing, healthcare costs",Fox News (Online News),right,https://foxnews.com/world/canada-will-limit-foreign-college-students-2-years-ease-housing-healthcare-costs,"Join Fox News for access to this content Plus special access to select articles and other premium content with your account - free of charge. Please enter a valid email address.

The Canadian government will limit the number of foreign students attending their universities for two years in order to ease pressure on the country's housing and healthcare.

The Ministry of Immigration, Refugees and Citizenship announced the decision Monday as an initiative ostensibly aimed at benefiting the foreign student community.

""In recent years, the integrity of the international student system has been threatened,"" the ministry said in a statement. ""Some institutions have significantly increased their intakes to drive revenues, and more students have been arriving in Canada without the proper supports they need to succeed.""

CANADIAN POLICE WARN THAT POSTING VIDEOS OF ALLEGED PACKAGE THIEVES COULD BE 'VIOLATION' OF THEIR PRIVACY

The ministry continued, ""Rapid increases in the number of international students arriving in Canada also puts pressure on housing, health care and other services.""

The two-year cap, which will start this year, will limit undergraduate study permits to approximately 360,000 individuals.

""In the spirit of fairness, individual provincial and territorial caps have been established, weighted by population, which will result in much more significant decreases in provinces where the international student population has seen the most unsustainable growth,"" the ministry said regarding the cap.

UFC CHAMP SEAN STRICKLAND RIPS REPORTER, JUSTIN TRUDEAU IN WILD RANT AFTER QUESTION OVER PAST LGBT REMARKS

The government assured current students that permit renewals will not be affected by the new policy.

""In the coming weeks, we will no longer issue work permits to spouses of international students, apart from those in masters and doctoral programs,"" Minister of Immigration, Refugees and Citizenship Marc Miller said on X.

The ministry is hoping to exclude professional programs in areas such as law and medicine from the cap.

CLICK HERE TO GET THE FOX NEWS APP

""International students enrich our communities - but we have an obligation to ensure that they have access to the resources they need to succeed in Canada,"" Miller concluded. ""We will continue to implement reforms to ensure the integrity of the program and uphold the academic experience in Canada.""

The student cap marks only the latest attempt by Prime Minister Justin Trudeau's government to grapple with skyrocketing housing prices across the country."
Jan 16 2024,Activists Win a Battle for Women’s Reproductive Healthcare in a Rural Colorado Town,The Daily Yonder,center,https://dailyyonder.com/activists-win-a-battle-for-womens-reproductive-healthcare-in-a-rural-colorado-town/2024/01/16/,"On June 8, 2023, Lindsay Yeager of Cortez, Colorado, woke up to a barrage of text messages, asking if she had heard about the local birthing center closing. Yeager immediately sprang into action. By that evening, protesters gathered across the street from the city’s hospital with placards and a purpose: keeping the birthing center open.

The strategy worked, at least for the time being. About 10 days later, on the eve of another planned protest, Southwest Health System, which operates Southwest Memorial Hospital in Cortez, announced in a press release that the birthing center would remain open “following stakeholder input over the past two weeks.”

Yeager posted in a Facebook group that evening: “Congratulations Montezuma County! We will not be protesting tonight…Our fight is not over. We’ll be taking a breath to regroup but the battle for stable, community-focused care in Montezuma County continues!”

Community members protesting the forthcoming closure of SW Health System’s birthing center in June 2023. (Photo courtesy of Lindsay Yeager)

In Colorado, there are two types of facilities where someone can give birth: a hospital or a birth center. A birth center is a freestanding facility, separate from a hospital in every way. In this story, when using the terminology birthing center, we are referring to the labor and delivery unit at SW Medical Center hospital, or other hospital associated maternal care units, not a free standing birth center

Judging by national trends, Yeager is likely correct that the battle will continue. Across the U.S., under half of rural hospitals like Southwest Memorial provide maternal-care services, and the number is falling, as the Daily Yonder has reported. The cost of maternal services is the primary cause of closures, according to the Center for Healthcare Quality and Payment Reform.

In a press release announcing the closure of the birthing center, SW Health named several factors that have affected rural maternal care programs, including cuts in reimbursements, difficulty recruiting specialists, declining birthing volume, and an aging population. The press release said these are general problems in rural areas but did not link them expressly to the decision to close the Cortez birthing center.

In December, Southwest Health CEO Joe Theine, said finances are difficult for the maternity program. He said the costs per discharge in labor and delivery have gone up from $3,000 in 2019 to $4,500 in 2022. According to data from the Colorado Department of Public Health, 206 babies were born in a hospital in Montezuma County in 2022. SW Health runs the only hospital in Montezuma County.

Nationwide, less than half of all rural hospitals like SW Health offer maternal services, and the number is dropping, the Daily Yonder has reported. So Cortez has bucked the trend, for now. But the hospital’s long-term ability to provide services like the birthing center depends on community support, said Joe Theine, SW Health CEO.

In meeting minutes from an emergency board meeting on June 15 that was called in response to the birthing center protest, it was stated that SW Health was losing over $1 million annually.

“Birth is not profitable, that is not where healthcare institutions make money,” Yeagers said.

Over 50% of Montezuma County’s hospital births in 2022 were covered by Medicaid.

Southwest Health System is a 501(c)(3) nonprofit corporation and is managed by Community Hospital Consulting, which is owned by Community Hospital Corporation, based in Plano, Texas. CHC assumed management in 2018 when the hospital nearly went bankrupt. The CHC website describes SW Health System as a “turnaround story.”

In addition to the Southwest Health System board, the hospital’s building and facilities are governed by the Montezuma County Hospital District board.

Yeager said losing maternal care services can have a ripple effect in a rural area. “I knew that not having the birthing center was going to have this domino effect,” she said. “It was going to affect women’s health care in all facets. It wasn’t just going to be that you wouldn’t be able to deliver a baby there.”

According to a March of Dimes 2022 maternal care deserts report, women in rural areas are at higher risk for childbirth complications and rural hospitals report higher rates of hemorrhage and blood transfusions as compared to urban hospitals. Half the women in rural areas have to travel farther than 30 miles to reach an obstetrics hospital, according to the study.

Without the birthing center, Cortez would be in that group. The next closest birthing center is in Durango, 45 miles east. Durango’s hospital, Mercy Regional Medical Center, is a Catholic affiliate hospital and does not provide tubal ligation or any medical procedures that could be associated with abortion.

The Cortez birthing center also serves southeast Utah or northwest New Mexico.

The closest big cities are Albuquerque (a four-hour drive) and Salt Lake City (a 5.5-hour drive). Denver is about seven hours and many mountain passes away by road.

A Community-Led Effort

Southwest Health’s initial announcement said the birthing center closure was temporary, while the hospital worked “to develop a plan that would allow us to resume these services.” But Yeager said once she started researching, she found no cases of a birthing center closing temporarily and successfully reopening.

So she decided to help Cortez (population 9,117) come together to urge the hospital to keep the birthing center open.

The initial protest consisted of community members holding signs with slogans such as “Our Community, Our Hospital” and “Care close to home, just not for mothers and babies” across the street from the hospital.

After that, Yeager and a group of organizers started releasing the names and email addresses of board members and decision-makers for the hospital, and the community began to send a stream of messages opposing the birthing center’s closure. Residents connected via a Facebook group titled “Keep Our Birthing Center & Women’s Services Open,” sharing resources and planning protests.

The group’s first request was for the hospital to hold a public meeting to hear community concerns. SW Health responded with an emergency board meeting on June 15, 2023.

“It was so powerful because it was such a united voice from the community…there was just no way to deny what the community wanted,” Yeager said. She said the birthing center issue drew the community together and attracted support across political boundaries.

Hospital CEO Theine said in December that it’s up to the community to continue to support the hospital and all its services. The hospital’s costs are fixed, while the revenue fluctuates based on the number of people coming in the door. If the hospital provides it, and the community comes, they can provide more services, said Theine, “We exist to serve the community.”

Looking for Alternatives

The lack of maternity services in rural areas has some people looking for alternatives. Elephant Circle is a Colorado-based non-profit dedicated to “birth justice,” a term that includes everything from reproductive health advocacy to finding creative solutions for rural maternal care.

“Birth started in communities. It was upheld by community midwives from the beginning of time,” said Heather Thompson, deputy director of Elephant Circle. “And then the medical industrial complex eliminated midwifery and moved birth from the community into these for-profit institutions. (SW Health is a nonprofit. Ed.) And now we’re seeing some of the outcomes, those systems were not built for Black or Indigenous people. Those systems were not built to thrive in poor monetary resource places.”

Thompson advocates a more community-centered approach to birth through birth centers and midwives, although one issue with this is insurance. Medicaid does not reimburse Certified Professional Midwives (CPM), which is the only midwife certification where practitioners are required to have experience birthing babies in an out-of-hospital setting. CPMs are often only treating women with the means to afford a midwife, due to lack of insurance reimbursement, “which is not actually the populations that we’re worried about,” said Thompson.

Yeager said she worries about transportation issues if there isn’t a birthing option in Montezuma County.

“Over the course of a pregnancy, a woman may have 15 prenatal appointments or more,” Yeager said. “So if there’s a higher risk and if you don’t have a car or you don’t have gas, how many of those appointments are you going to miss? And how much does missing each appointment raise your risk level of complication?”

For now, the birthing center in Cortez remains open.

Yeager said the work to keep the center open is worth it.

“Every baby that’s been born there, every mom that’s received care there, every woman that’s been able to get care there since the date of that potential closure was worth fighting for,” Yeager said.

UPDATE: The previous version of this story didn’t specify the difference between “birthing center” and “birth center” specific to Colorado. We have added a paragraph distinguishing between the two types of facilities.

Related

Republish This Story Republish our articles for free, online or in print, under a Creative Commons license."
Jan 03 2024,Increasing need for mental healthcare driving Avera Behavioral Health expansion,Dakota News Now,center,https://dakotanewsnow.com/2024/01/04/increasing-need-mental-healthcare-driving-avera-behavioral-health-expansion,"SIOUX FALLS, S.D. (Dakota News Now) - Avera announced on Wednesday that it is planning to expand its behavioral health program in two South Dakota cities, saying it’s needed now because of increasing demand among those who feel they need some assistance in managing their mental health.

Avera first started noticing the increasing need for mental healthcare a couple of years ago, coinciding with the pandemic.

“We’ve continued to see growing volumes in mental health in both Aberdeen and in Sioux Falls,” said Avera Behavioral Health Vice President, Thomas Otten.

Otten said their expansion efforts are building an entirely new mental health facility in Aberdeen with 18 beds. In Sioux Falls, they will complete construction on an already existing space.

“We will have a 16-bed unit dedicated to our most chronically mentally ill patients,” Otten said.

A serious plan to meet a serious need.

In recent years, a little more than 6,000 people have been moving to Sioux Falls every year. Whether that trend continues, we don’t know. What we do know is that an increase means more people living with mental health issues who want to seek help.

“We know Sioux Falls is growing so we want to be able to keep up and never have the problem of turning people away,” said Dr. David Ermer, the Clinical Vic President of the Avera Behavioral Health Service Line.

Ermer is pleased the health system is making this effort to stay ahead of the mental health curve.

But none of this is free. More than $7 million will be invested between the two locations, the result of federal and state funding and private donations, including $1.5 million from Dacotah Bank.

“We couldn’t do this without the state, the federal level and the individual donors,” Ermer said.

While the specific program improvements are happening in two of South Dakota’s largest cities, the result of this plan will spread far beyond those city boundaries.

“It’s not just Aberdeen and Sioux Falls,” Ermer said. “We cover a large rural footprint and so this is going to benefit a huge area.”

Previous Coverage: Avera expansion will mean greater access to behavioral health services

Copyright 2024 KSFY. All rights reserved."
Dec 22 2023,Hawaii healthcare workers to get help paying student loans,KITV 4,center,https://kitv.com/video/hawaii-healthcare-workers-to-get-help-paying-student-loans/video_cfabc871-00b6-5cb4-b0a8-1ae3fb51c3c0.html,Failed to retrieve text: Article `download()` failed with 429 Client Error: Too Many Requests for url: https://kitv.com/video/hawaii-healthcare-workers-to-get-help-paying-student-loans/video_cfabc871-00b6-5cb4-b0a8-1ae3fb51c3c0.html on URL https://kitv.com/video/hawaii-healthcare-workers-to-get-help-paying-student-loans/video_cfabc871-00b6-5cb4-b0a8-1ae3fb51c3c0.html
Jan 11 2024,Ohio House GOP Overrides Gov. Veto on Anti-Trans Healthcare and Sports Bill,Democracy Now!,left,https://democracynow.org/2024/1/11/headlines/ohio_house_gop_overrides_gov_veto_on_anti_trans_healthcare_and_sports_bill,Failed to retrieve text: Article `download()` failed with 403 Client Error: Forbidden for url: https://democracynow.org/2024/1/11/headlines/ohio_house_gop_overrides_gov_veto_on_anti_trans_healthcare_and_sports_bill on URL https://democracynow.org/2024/1/11/headlines/ohio_house_gop_overrides_gov_veto_on_anti_trans_healthcare_and_sports_bill
Nov 27 2023,Masterson Place receives Healthcare Hospitality Network certification,Oil City News,center,https://oilcity.news/community/health/2023/11/27/masterson-place-receives-healthcare-hospitality-network-certification,"CASPER, Wyo. — Casper’s nonprofit healthcare hospitality home was recently recognized as a Certified Hospitality House by the Healthcare Hospitality Network, or HHN.

According to a release from Masterson Place, the certification was given to the facility in recognition of its training and practice standards.

“Masterson Place, which is owned by Natrona Collective Health Trust, originally opened in 2001, and has been operating in its current location at 310 S. Washington St. since 2019,” the release said. “Its mission is to provide a safe and clean home away from home for loved ones of patients receiving medical care in Casper.”

The facility offers 14 guest rooms at $50 per night to alleviate financial pressures faced by people traveling to Casper for medical issues.

The certification was issued after employees completed hundreds of hours of online training in addition to a national conference in Baltimore.

“We are so proud to be a part of Masterson Place and what it represents,” said Mike Romero, Masterson Place manager, in the release. “Our focus on giving our guests the best experience motivates us to keep learning. Having Masterson Place recognized on a national level is the highlight to the many hours of training and education we’ve taken.”

Membership to HHN and the conference opportunity were made possible thanks to the generosity of the Masterson Family Foundation, the release said."
Nov 20 2023,North Dakota rural healthcare center is the heartbeat of the community,Inforum,center,https://inforum.com/health/north-dakota-rural-healthcare-center-is-the-heartbeat-of-the-community,"COOPERSTOWN, N.D. — Dakota Regional Medical Center is a vital part of the rural communities that it serves.

The Cooperstown-based healthcare organization in east-central North Dakota provides medical services in a state-of-the-art hospital, clinic and long-term care center.

“Access to health care services is one of the issues we face in rural health, so for people to have a state of the art hospital and clinic system in their community or within their driving distance area is really important,” said Brad Gibbens, Center for Rural Health acting director in Grand Forks, North Dakota.

Rural health Staying healthy in rural areas can come with special challenges. Our November Agweek Special Report looks at all facets of health and health care in rural parts of our region.

“It is a good investment on the part of the hospital and the community to have a new physical plant,” he said, noting that the coronavirus pandemic illustrated the need for features such as no-touch door opening systems and cleaning systems that can eradicate viruses.

Meanwhile, health care organizations like Dakota Regional Medical Center do not only provide hospital care, but also include a medical clinic and long-term care, Gibbens said.

Construction on Dakota Regional Medical Center began in June 2021 and was completed in June 2023.

The former hospital had for several years struggled financially and was in an aging building when the board and staff members, with the support of the Cooperstown community, made the decision to build a new healthcare center.

“A lot of changes had to happen surrounding all those difficult decisions. We had some changes in staff, some changes in leadership, and things just came together, and we’re very fortunate to be here … to be where we’re at today is pretty amazing,” said Nikki Lindsey, Dakota Regional Medical Center CEO.

”Pretty outstanding groups of individuals came together to make sure that we were not only here for five years, but for many years into the future,” Lindsey said.

Formerly called Cooperstown Medical Center in June 2023, the board selected the new name that would more accurately reflect the broad region the facility serves. The medical center operates satellite clinics in New Rockford, North Dakota and Lakota, North Dakota.

Dakota Regional Medical Center serves patients in Steele, Barnes and Foster counties, besides Eddy County, where New Rockford is located and Nelson County, where Lakota is located.

Other healthcare options for Cooperstown were limited, with the nearest North Dakota hospitals, Mayville, Carrington and Valley City, being about 45 miles away, and 80 miles to Devils Lake. That underscores how essential it is to operate a hospital in the community, said Don Vigesaa, who headed the fundraising campaign for the center’s new hospital.

“We’re right in that spot where there needs to be a medical community,” said Vigesaa, a retired Cooperstown car dealership owner.

Don Vigesaa, who lead the fundraising campaign for Dakota Regional Medical Center, listens to Hannah Zaun, chief nursing officer, talk about the features of the hospital and clinic. Ann Bailey / Agweek

Dakota Regional Medical Center provides healthcare, including 24-hour emergency services, rehabilitation services and a medical clinic that is open for appointments six days a week. It also has a long-term care facility attached to it.

The medical center also provides outpatient services, such as physical therapy, and is developing pulmonary rehabilitation services. It will begin offering obstetrics care within the next few months and is working on a plan to offer cardiology services.

Dakota Regional Medical Center has 45 healthcare staff and support staff members and about 80 staff members work in the Griggs County Care Center.

It’s critical for patients to have access to good healthcare in the communities in which they live, especially when rapid response to major medical events, such as strokes, heart attacks and traumas is critical to positive outcomes, said Steven Barlow, Dakota Regional Medical Center family nurse practitioner.

Studies show that the outcomes are poorer in rural communities because patients don’t have access to care, he said.

“Minutes matter. Having a place that can care for you, even if it’s to stabilize you and get you to your next phase of your care, is essential,” Barlow said. Besides that, rural health care providers do a superior job of having a holistic approach to their patients’ healthcare, Barlow believes.

“We get to know them, we get to know their families, and then, we can help shape their healthcare plans in conjunction with them, truly a collaboration with them.

‘What are their values and goals? Are we at a point where maximum function is important or are we transitioning from that to where comfort is a goal?” Barlow asked.

In June 2023, Dakota Regional Medical Center opened its new hospital and clinic on the south side of Cooperstown, several blocks from the old hospital built in the 1950s for a cost of $500,000.

Cooperstown community members appreciate having ready access to care at Dakota Regional Medical Center, said Amber Wogsland, Cooperstown Medical Center Foundation director, recalling a compliment that the center recently received from a parent who had brought his ill child to the center’s emergency room.

Holly Luna, Dakota Regional Medical Center chief nursing officer, is selecting photos sthat will decorate the walls of the hospital, clinic and care center. Many of the photos, which were submitted by community members, are of farm fields, farm animals and the surrounding rural landscape Ann Bailey / Agweek

The parent was able to get the child to be examined by a Dakota Regional Medical Center provider, get a diagnosis and a prescription, which was filled at the local pharmacy, all within a short time and get back to his workplace where he was a manager in charge of a number of workers.

The parent told Wogsland that if he had to travel to a larger healthcare facility “it would have been an all day ordeal.”

The new $27 million Dakota Regional Medical Center and Griggs County Care Center were built primarily with funding from a U.S. Department of Agriculture Rural Development 40-year loan and a $2.5 million fundraising campaign led by a five-member committee headed by Vigesaa.

“The community was very supportive,” said Vigesaa. Community residents and former residents donated to the fundraising campaign, which raised $2.75 million, exceeding the goal by $250,000.

Don Vigesaa, a retired business owner in Cooperstown, North Dakota, led the fundraising campaign for Dakota Regional Medical Center. Ann Bailey / Agweek

Though the fundraising campaign exceeded its goal, Vigesaa hopes to raise more funds.

“I’d like to hit $3 million,” he said.

The additional funding would be used to expand space to add services such as colonoscopy, dialysis and cardiac rehabilitation.

Besides the 45 healthcare providers and support staff who work in the clinic and hospital, 80 employees work in the attached 40-bed Griggs County Care Center.

The majority of Dakota Regional Medical Center’s executive team and staff live on nearby farms and rural communities. Barlow believes that one of the reasons that the center recruits and maintains staff is because they have an opportunity for advancement.

Lindsey, for example, began her career at the center in 1997 the day after she graduated with a nursing degree from Jamestown (North Dakota College). Her original plan was to work at then-Cooperstown Medical Center for three years, then move to a larger city and get a job in the hospital there as an obstetrics nurse.

By the time three years had passed, she no longer wanted to leave the small-town hospital.

“Rural people take care of their people, and I just didn’t have the desire to go where patients are a number. I had more desire to take care of people and get to know their name and their family,” Lindsey said.

During the past 27 years, her career advanced from registered nurse, to director of nursing, to Dakota Medical Center CEO.

Makenzie Johnson moved back home to a farm near Cooperstown from Bismarck with her husband to accept a job as radiology manager.

Mackenzie Johnson is the radiology manager at Dakota Regional Medical Center, which has features that include an MRI machine. Ann Bailey / Agweek

“All of my family lives here. We’re five minutes from our jobs,” Johnson said.

Meanwhile, Hannah Zaun, who began working at the center as a “casual nurse” — one who is not regularly scheduled and can decide whether or not to work — moved to a full-time nurse, then director of nursing and now, chief nursing officer.

“That’s the key to success for this facility,” Barlow said. “There’s just so much opportunity.""

The satisfaction that Dakota Regional Medical Center staff have with their jobs and their camaraderie benefits their patients, he said.

“When you have an entire group of people that are all on the same page and know where they want to move in the future means there’s more consistency of care,” Barlow said.

“It is a beautiful thing to work in rural health and I wouldn’t do it anywhere else,” he said."
Nov 20 2023,North Dakota rural healthcare center is the heartbeat of the community,Grand Forks Herald,center,https://grandforksherald.com/health/north-dakota-rural-healthcare-center-is-the-heartbeat-of-the-community,"COOPERSTOWN, N.D. — Dakota Regional Medical Center is a vital part of the rural communities that it serves.

The Cooperstown-based healthcare organization in east-central North Dakota provides medical services in a state-of-the-art hospital, clinic and long-term care center.

“Access to health care services is one of the issues we face in rural health, so for people to have a state of the art hospital and clinic system in their community or within their driving distance area is really important,” said Brad Gibbens, Center for Rural Health acting director in Grand Forks, North Dakota.

Rural health Staying healthy in rural areas can come with special challenges. Our November Agweek Special Report looks at all facets of health and health care in rural parts of our region.

“It is a good investment on the part of the hospital and the community to have a new physical plant,” he said, noting that the coronavirus pandemic illustrated the need for features such as no-touch door opening systems and cleaning systems that can eradicate viruses.

Meanwhile, health care organizations like Dakota Regional Medical Center do not only provide hospital care, but also include a medical clinic and long-term care, Gibbens said.

Construction on Dakota Regional Medical Center began in June 2021 and was completed in June 2023.

The former hospital had for several years struggled financially and was in an aging building when the board and staff members, with the support of the Cooperstown community, made the decision to build a new healthcare center.

“A lot of changes had to happen surrounding all those difficult decisions. We had some changes in staff, some changes in leadership, and things just came together, and we’re very fortunate to be here … to be where we’re at today is pretty amazing,” said Nikki Lindsey, Dakota Regional Medical Center CEO.

”Pretty outstanding groups of individuals came together to make sure that we were not only here for five years, but for many years into the future,” Lindsey said.

Formerly called Cooperstown Medical Center in June 2023, the board selected the new name that would more accurately reflect the broad region the facility serves. The medical center operates satellite clinics in New Rockford, North Dakota and Lakota, North Dakota.

Dakota Regional Medical Center serves patients in Steele, Barnes and Foster counties, besides Eddy County, where New Rockford is located and Nelson County, where Lakota is located.

Other healthcare options for Cooperstown were limited, with the nearest North Dakota hospitals, Mayville, Carrington and Valley City, being about 45 miles away, and 80 miles to Devils Lake. That underscores how essential it is to operate a hospital in the community, said Don Vigesaa, who headed the fundraising campaign for the center’s new hospital.

“We’re right in that spot where there needs to be a medical community,” said Vigesaa, a retired Cooperstown car dealership owner.

Don Vigesaa, who lead the fundraising campaign for Dakota Regional Medical Center, listens to Hannah Zaun, chief nursing officer, talk about the features of the hospital and clinic. Ann Bailey / Agweek

Dakota Regional Medical Center provides healthcare, including 24-hour emergency services, rehabilitation services and a medical clinic that is open for appointments six days a week. It also has a long-term care facility attached to it.

The medical center also provides outpatient services, such as physical therapy, and is developing pulmonary rehabilitation services. It will begin offering obstetrics care within the next few months and is working on a plan to offer cardiology services.

Dakota Regional Medical Center has 45 healthcare staff and support staff members and about 80 staff members work in the Griggs County Care Center.

It’s critical for patients to have access to good healthcare in the communities in which they live, especially when rapid response to major medical events, such as strokes, heart attacks and traumas is critical to positive outcomes, said Steven Barlow, Dakota Regional Medical Center family nurse practitioner.

Studies show that the outcomes are poorer in rural communities because patients don’t have access to care, he said.

“Minutes matter. Having a place that can care for you, even if it’s to stabilize you and get you to your next phase of your care, is essential,” Barlow said. Besides that, rural health care providers do a superior job of having a holistic approach to their patients’ healthcare, Barlow believes.

“We get to know them, we get to know their families, and then, we can help shape their healthcare plans in conjunction with them, truly a collaboration with them.

‘What are their values and goals? Are we at a point where maximum function is important or are we transitioning from that to where comfort is a goal?” Barlow asked.

In June 2023, Dakota Regional Medical Center opened its new hospital and clinic on the south side of Cooperstown, several blocks from the old hospital built in the 1950s for a cost of $500,000.

Cooperstown community members appreciate having ready access to care at Dakota Regional Medical Center, said Amber Wogsland, Cooperstown Medical Center Foundation director, recalling a compliment that the center recently received from a parent who had brought his ill child to the center’s emergency room.

Holly Luna, Dakota Regional Medical Center chief nursing officer, is selecting photos sthat will decorate the walls of the hospital, clinic and care center. Many of the photos, which were submitted by community members, are of farm fields, farm animals and the surrounding rural landscape Ann Bailey / Agweek

The parent was able to get the child to be examined by a Dakota Regional Medical Center provider, get a diagnosis and a prescription, which was filled at the local pharmacy, all within a short time and get back to his workplace where he was a manager in charge of a number of workers.

The parent told Wogsland that if he had to travel to a larger healthcare facility “it would have been an all day ordeal.”

The new $27 million Dakota Regional Medical Center and Griggs County Care Center were built primarily with funding from a U.S. Department of Agriculture Rural Development 40-year loan and a $2.5 million fundraising campaign led by a five-member committee headed by Vigesaa.

“The community was very supportive,” said Vigesaa. Community residents and former residents donated to the fundraising campaign, which raised $2.75 million, exceeding the goal by $250,000.

Don Vigesaa, a retired business owner in Cooperstown, North Dakota, led the fundraising campaign for Dakota Regional Medical Center. Ann Bailey / Agweek

Though the fundraising campaign exceeded its goal, Vigesaa hopes to raise more funds.

“I’d like to hit $3 million,” he said.

The additional funding would be used to expand space to add services such as colonoscopy, dialysis and cardiac rehabilitation.

Besides the 45 healthcare providers and support staff who work in the clinic and hospital, 80 employees work in the attached 40-bed Griggs County Care Center.

The majority of Dakota Regional Medical Center’s executive team and staff live on nearby farms and rural communities. Barlow believes that one of the reasons that the center recruits and maintains staff is because they have an opportunity for advancement.

Lindsey, for example, began her career at the center in 1997 the day after she graduated with a nursing degree from Jamestown (North Dakota College). Her original plan was to work at then-Cooperstown Medical Center for three years, then move to a larger city and get a job in the hospital there as an obstetrics nurse.

By the time three years had passed, she no longer wanted to leave the small-town hospital.

“Rural people take care of their people, and I just didn’t have the desire to go where patients are a number. I had more desire to take care of people and get to know their name and their family,” Lindsey said.

During the past 27 years, her career advanced from registered nurse, to director of nursing, to Dakota Medical Center CEO.

Makenzie Johnson moved back home to a farm near Cooperstown from Bismarck with her husband to accept a job as radiology manager.

Mackenzie Johnson is the radiology manager at Dakota Regional Medical Center, which has features that include an MRI machine. Ann Bailey / Agweek

“All of my family lives here. We’re five minutes from our jobs,” Johnson said.

Meanwhile, Hannah Zaun, who began working at the center as a “casual nurse” — one who is not regularly scheduled and can decide whether or not to work — moved to a full-time nurse, then director of nursing and now, chief nursing officer.

“That’s the key to success for this facility,” Barlow said. “There’s just so much opportunity.""

The satisfaction that Dakota Regional Medical Center staff have with their jobs and their camaraderie benefits their patients, he said.

“When you have an entire group of people that are all on the same page and know where they want to move in the future means there’s more consistency of care,” Barlow said.

“It is a beautiful thing to work in rural health and I wouldn’t do it anywhere else,” he said."
Jan 03 2024,"LG says entrepreneurship, renewable energy, healthcare will blossom from West Virginia presence",WV Metro News,center,https://wvmetronews.com/2024/01/03/lg-says-entrepreneurship-renewable-energy-healthcare-will-blossom-from-west-virginia-presence,"West Virginia officials today welcomed an investment by LG, the international tech and electronics powerhouse.

The investment is described as a strategic initiative to grow new business ventures in West Virginia and advance the development of technologies for renewable energy, healthcare, and industries of the future.

Gov. Jim Justice made the announcement along with other state and federal officials during a Wednesday afternoon gathering at the state Culture Center. Officials who made remarks included senators Joe Manchin, a Democrat, and Shelley Moore Capito, a Republican, along with state Senate President Craig Blair and House Speaker Roger Hanshaw.

Earlier in the day, the state Department of Economic Development voted in favor of a resolution to support the LG project with $54 million.

As a part of the collaboration with the Economic Development department, LG NOVA plans to establish branch offices in Huntington, home of Marshall University, and Morgantown, home of West Virginia University.

LG is a multinational company making electronics, chemicals, household appliances and telecommunications products.

“First of all, we should be very, very appreciative. And grateful. I mean, LG could go anywhere. I mean, that’s always true. I mean, they’ve got the money. They’ve got the intelligence they can go anywhere on the globe,” Justice said.

Officials estimate 275 high-skilled jobs will result from the businesses, created by LG NOVA, LG Electronics’ North America Innovation Center.

The company says LG NOVA’s mission is to build, nurture, and grow innovations that affect the future.

“LG is on a continual growth path to bring new value to its customers and partners; and build transformational businesses. We’re thankful for leaders like Governor Justice and his team for welcoming us to West Virginia as true collaboration partners,” said LG Electronics Global CEO William Cho.

“LG is committed to building a better future, and through this initiative, we have great hopes for what we can accomplish in West Virginia to further deliver solutions that have impact on the world.”

State leaders said the initiative will spur the growth of new technologies, investments, and economic development for companies and people in the area, establishing the start of an innovation corridor across the Appalachian Region.

Alongside LG’s jobs commitment, an investment fund is being created with plans to invest $700 million in West Virginia over the next five years to grow these businesses.

“This is another spotlight on the innovation and advancement occurring in the great state of West Virginia,” said Mitch Carmichael, secretary of the West Virginia Department of Economic Development.

The announcement ceremony ended with a group singalong of “Country Roads.”"
Dec 04 2023,2024 Voter Guide: Where the Presidential Candidates Stand on Healthcare,AllSides Staff,not rated,,Text not found
Oct 05 2023,"As 75,000 Kaiser healthcare workers walk off the job, Tenet Healthcare could be next to face a strike",MarketWatch,center,https://marketwatch.com/story/as-75-000-kaiser-healthcare-workers-walk-off-the-job-tenet-healthcare-could-be-next-to-face-a-strike-63046e34,Failed to retrieve text: Article `download()` failed with 401 Client Error: HTTP Forbidden for url: https://www.marketwatch.com/story/as-75-000-kaiser-healthcare-workers-walk-off-the-job-tenet-healthcare-could-be-next-to-face-a-strike-63046e34 on URL https://marketwatch.com/story/as-75-000-kaiser-healthcare-workers-walk-off-the-job-tenet-healthcare-could-be-next-to-face-a-strike-63046e34
